Date,State,Total Flu Tests,Positive Flu Tests,Total Patients,Patients with ILI,ILINet Providers,COVID Cases,COVID Deaths
2020-02-15,Hawaii,470,81,2723,169,18,0,0
2020-02-22,Hawaii,388,49,2375,148,17,0,0
2020-02-29,Hawaii,300,47,2519,147,16,0,0
2020-03-07,Hawaii,254,24,2279,152,16,1,0
2020-03-14,Hawaii,259,26,2288,119,16,3,0
2020-03-21,Hawaii,440,35,1550,83,15,44,0
2020-03-28,Hawaii,202,6,1028,16,13,103,0
2020-04-04,Hawaii,162,0,707,16,10,198,3
2010-10-09,Idaho,0,0,4579,19,12,0,0
2010-10-16,Idaho,0,0,4664,68,12,0,0
2010-10-23,Idaho,0,0,4545,64,11,0,0
2010-10-30,Idaho,0,0,4531,58,12,0,0
2010-11-06,Idaho,0,0,4816,88,13,0,0
2010-11-13,Idaho,0,0,4149,62,13,0,0
2010-11-20,Idaho,0,0,5003,98,13,0,0
2010-11-27,Idaho,0,0,3226,99,13,0,0
2010-12-04,Idaho,0,0,4774,86,13,0,0
2010-12-11,Idaho,0,0,4702,81,13,0,0
2010-12-18,Idaho,0,0,3956,54,12,0,0
2010-12-25,Idaho,0,0,3182,102,12,0,0
2011-01-01,Idaho,0,0,3464,90,12,0,0
2011-01-08,Idaho,17,15,4659,95,11,0,0
2011-01-15,Idaho,26,22,5097,115,13,0,0
2011-01-22,Idaho,27,24,4524,162,13,0,0
2011-01-29,Idaho,18,15,4958,170,13,0,0
2011-02-05,Idaho,18,15,5073,200,13,0,0
2011-02-12,Idaho,40,31,4912,224,11,0,0
2011-02-19,Idaho,16,15,5008,301,12,0,0
2011-02-26,Idaho,14,13,4584,287,12,0,0
2011-03-05,Idaho,10,10,5180,290,11,0,0
2011-03-12,Idaho,15,13,4609,299,10,0,0
2011-03-19,Idaho,16,13,4604,202,9,0,0
2011-03-26,Idaho,0,0,4034,177,10,0,0
2011-04-02,Idaho,0,0,3598,102,7,0,0
2011-04-09,Idaho,0,0,3740,107,8,0,0
2011-04-16,Idaho,0,0,3647,107,8,0,0
2011-04-23,Idaho,0,0,3431,51,6,0,0
2011-04-30,Idaho,0,0,3655,68,7,0,0
2011-05-07,Idaho,0,0,3659,58,7,0,0
2011-05-14,Idaho,0,0,3445,50,7,0,0
2011-05-21,Idaho,0,0,3543,65,7,0,0
2011-05-28,Idaho,0,0,3217,50,7,0,0
2011-06-04,Idaho,0,0,2805,66,6,0,0
2011-06-11,Idaho,0,0,3048,52,6,0,0
2011-06-18,Idaho,0,0,2951,44,6,0,0
2011-06-25,Idaho,0,0,2867,46,6,0,0
2011-07-02,Idaho,0,0,3898,49,7,0,0
2011-07-09,Idaho,0,0,3446,31,7,0,0
2011-07-16,Idaho,0,0,3410,22,6,0,0
2011-07-23,Idaho,0,0,3457,32,7,0,0
2011-07-30,Idaho,0,0,3042,20,7,0,0
2011-08-06,Idaho,0,0,3356,13,7,0,0
2011-08-13,Idaho,0,0,3297,23,7,0,0
2011-08-20,Idaho,0,0,3335,24,7,0,0
2011-08-27,Idaho,0,0,3342,14,6,0,0
2011-09-03,Idaho,0,0,3646,45,7,0,0
2011-09-10,Idaho,0,0,3329,43,7,0,0
2011-09-17,Idaho,0,0,3952,26,6,0,0
2011-09-24,Idaho,0,0,3731,32,6,0,0
2011-10-01,Idaho,0,0,3801,32,7,0,0
2011-10-08,Idaho,0,0,3829,35,8,0,0
2011-10-15,Idaho,0,0,3813,48,9,0,0
2011-10-22,Idaho,0,0,3868,46,8,0,0
2011-10-29,Idaho,0,0,4325,66,11,0,0
2011-11-05,Idaho,0,0,4578,86,11,0,0
2011-11-12,Idaho,0,0,4744,73,12,0,0
2011-11-19,Idaho,0,0,4934,100,12,0,0
2011-11-26,Idaho,0,0,3661,53,11,0,0
2011-12-03,Idaho,0,0,4650,98,11,0,0
2011-12-10,Idaho,0,0,4484,73,11,0,0
2011-12-17,Idaho,0,0,4257,90,11,0,0
2011-12-24,Idaho,0,0,3491,58,11,0,0
2011-12-31,Idaho,0,0,3308,92,11,0,0
2012-01-07,Idaho,0,0,4187,68,10,0,0
2012-01-14,Idaho,0,0,4056,62,8,0,0
2012-01-21,Idaho,0,0,3696,65,9,0,0
2012-01-28,Idaho,0,0,4230,85,9,0,0
2012-02-04,Idaho,0,0,4190,100,10,0,0
2012-02-11,Idaho,13,2,4152,82,10,0,0
2012-02-18,Idaho,0,0,4277,146,10,0,0
2012-02-25,Idaho,10,6,4524,105,9,0,0
2012-03-03,Idaho,0,0,4716,133,10,0,0
2012-03-10,Idaho,0,0,4720,112,10,0,0
2012-03-17,Idaho,15,13,4685,157,10,0,0
2012-03-24,Idaho,13,10,4416,157,10,0,0
2012-03-31,Idaho,24,23,3944,111,10,0,0
2012-04-07,Idaho,0,0,3842,122,9,0,0
2012-04-14,Idaho,0,0,3424,82,8,0,0
2012-04-21,Idaho,0,0,3377,94,8,0,0
2012-04-28,Idaho,0,0,3444,82,7,0,0
2012-05-05,Idaho,0,0,3307,77,7,0,0
2012-05-12,Idaho,0,0,3064,56,6,0,0
2012-05-19,Idaho,0,0,3009,59,6,0,0
2012-05-26,Idaho,0,0,3164,65,6,0,0
2012-06-02,Idaho,0,0,2742,51,6,0,0
2012-06-09,Idaho,0,0,3081,43,6,0,0
2012-06-16,Idaho,0,0,3029,30,6,0,0
2012-06-23,Idaho,0,0,2917,28,6,0,0
2012-06-30,Idaho,0,0,2817,20,5,0,0
2012-07-07,Idaho,0,0,2563,18,5,0,0
2012-07-14,Idaho,0,0,2792,17,5,0,0
2012-07-21,Idaho,0,0,2750,22,5,0,0
2012-07-28,Idaho,0,0,2763,18,5,0,0
2012-08-04,Idaho,0,0,2976,22,5,0,0
2012-08-11,Idaho,0,0,2880,18,5,0,0
2012-08-18,Idaho,0,0,3010,16,5,0,0
2012-08-25,Idaho,0,0,3107,22,5,0,0
2012-09-01,Idaho,0,0,3295,28,5,0,0
2012-09-08,Idaho,0,0,2057,26,4,0,0
2012-09-15,Idaho,0,0,3192,26,5,0,0
2012-09-22,Idaho,0,0,3041,39,5,0,0
2012-09-29,Idaho,0,0,3319,63,6,0,0
2012-10-06,Idaho,0,0,4753,47,11,0,0
2012-10-13,Idaho,0,0,4848,50,11,0,0
2012-10-20,Idaho,0,0,4886,45,11,0,0
2012-10-27,Idaho,0,0,5015,30,11,0,0
2012-11-03,Idaho,13,13,4926,54,11,0,0
2012-11-10,Idaho,12,11,5219,72,11,0,0
2012-11-17,Idaho,15,15,4865,107,10,0,0
2012-11-24,Idaho,37,35,3884,99,11,0,0
2012-12-01,Idaho,26,26,5269,106,11,0,0
2012-12-08,Idaho,24,24,5209,97,11,0,0
2012-12-15,Idaho,43,35,5198,109,11,0,0
2012-12-22,Idaho,54,48,4405,131,10,0,0
2012-12-29,Idaho,66,65,3125,158,10,0,0
2013-01-05,Idaho,47,40,3875,117,9,0,0
2013-01-12,Idaho,53,46,4753,171,10,0,0
2013-01-19,Idaho,47,35,5046,149,11,0,0
2013-01-26,Idaho,51,48,4818,177,11,0,0
2013-02-02,Idaho,40,36,5814,173,11,0,0
2013-02-09,Idaho,33,28,5539,194,11,0,0
2013-02-16,Idaho,25,21,5154,146,11,0,0
2013-02-23,Idaho,26,22,4495,114,10,0,0
2013-03-02,Idaho,19,19,4464,41,10,0,0
2013-03-09,Idaho,10,10,4414,33,8,0,0
2013-03-16,Idaho,12,11,5264,71,11,0,0
2013-03-23,Idaho,16,10,4603,67,10,0,0
2013-03-30,Idaho,0,0,4178,39,10,0,0
2013-04-06,Idaho,0,0,3338,17,7,0,0
2013-04-13,Idaho,0,0,3374,11,7,0,0
2013-04-20,Idaho,0,0,2501,10,7,0,0
2013-04-27,Idaho,0,0,3408,16,7,0,0
2013-05-04,Idaho,0,0,3096,12,6,0,0
2013-05-11,Idaho,0,0,3077,4,7,0,0
2013-05-18,Idaho,0,0,3026,6,7,0,0
2013-05-25,Idaho,0,0,2445,14,6,0,0
2013-06-01,Idaho,0,0,1366,0,4,0,0
2013-06-08,Idaho,0,0,1647,1,4,0,0
2013-06-15,Idaho,0,0,1499,1,4,0,0
2013-06-22,Idaho,0,0,1507,1,4,0,0
2013-06-29,Idaho,0,0,1589,2,4,0,0
2013-07-06,Idaho,0,0,1426,0,4,0,0
2013-07-13,Idaho,0,0,1605,3,4,0,0
2013-07-20,Idaho,0,0,1593,1,4,0,0
2013-07-27,Idaho,0,0,1174,0,4,0,0
2013-08-03,Idaho,0,0,1050,0,4,0,0
2013-08-10,Idaho,0,0,1126,2,4,0,0
2013-08-17,Idaho,0,0,1136,0,4,0,0
2013-08-24,Idaho,0,0,1238,1,4,0,0
2013-08-31,Idaho,0,0,1267,1,4,0,0
2013-09-07,Idaho,0,0,1247,0,4,0,0
2013-09-14,Idaho,0,0,1672,3,5,0,0
2013-09-21,Idaho,0,0,1817,1,5,0,0
2013-09-28,Idaho,0,0,1822,3,5,0,0
2013-10-05,Idaho,0,0,3019,17,8,0,0
2013-10-12,Idaho,0,0,3072,17,8,0,0
2013-10-19,Idaho,0,0,2917,24,8,0,0
2013-10-26,Idaho,0,0,2881,9,8,0,0
2013-11-02,Idaho,0,0,2822,15,8,0,0
2013-11-09,Idaho,0,0,3076,12,8,0,0
2013-11-16,Idaho,0,0,3101,27,8,0,0
2013-11-23,Idaho,0,0,2107,21,7,0,0
2013-11-30,Idaho,0,0,2228,21,9,0,0
2013-12-07,Idaho,12,9,2608,15,9,0,0
2013-12-14,Idaho,22,22,2568,27,9,0,0
2013-12-21,Idaho,49,47,2425,69,9,0,0
2013-12-28,Idaho,105,98,2394,165,10,0,0
2014-01-04,Idaho,79,52,2838,239,10,0,0
2014-01-11,Idaho,86,57,3558,232,10,0,0
2014-01-18,Idaho,62,45,3303,138,10,0,0
2014-01-25,Idaho,32,22,2926,85,10,0,0
2014-02-01,Idaho,24,14,3118,81,8,0,0
2014-02-08,Idaho,17,11,2910,61,9,0,0
2014-02-15,Idaho,0,0,3172,39,10,0,0
2014-02-22,Idaho,0,0,2923,47,9,0,0
2014-03-01,Idaho,10,1,3127,44,9,0,0
2014-03-08,Idaho,0,0,3242,65,10,0,0
2014-03-15,Idaho,0,0,3056,25,10,0,0
2014-03-22,Idaho,0,0,3214,29,10,0,0
2014-03-29,Idaho,0,0,2217,10,9,0,0
2014-04-05,Idaho,0,0,2480,44,8,0,0
2014-04-12,Idaho,0,0,2839,37,9,0,0
2014-04-19,Idaho,0,0,2190,42,8,0,0
2014-04-26,Idaho,0,0,2644,53,7,0,0
2014-05-03,Idaho,0,0,2785,39,9,0,0
2014-05-10,Idaho,0,0,2660,39,8,0,0
2014-05-17,Idaho,0,0,2461,59,8,0,0
2014-05-24,Idaho,0,0,1449,11,5,0,0
2014-05-31,Idaho,0,0,1006,6,4,0,0
2014-06-07,Idaho,0,0,416,0,2,0,0
2014-06-14,Idaho,0,0,490,0,2,0,0
2014-06-21,Idaho,0,0,414,0,2,0,0
2014-06-28,Idaho,0,0,599,0,2,0,0
2014-07-05,Idaho,0,0,93,0,1,0,0
2014-07-12,Idaho,0,0,128,0,1,0,0
2014-07-19,Idaho,0,0,123,0,1,0,0
2014-07-26,Idaho,0,0,141,0,1,0,0
2014-08-02,Idaho,0,0,132,0,1,0,0
2014-08-09,Idaho,0,0,150,0,1,0,0
2014-08-16,Idaho,0,0,167,0,1,0,0
2014-08-23,Idaho,0,0,221,0,1,0,0
2014-08-30,Idaho,0,0,233,0,1,0,0
2014-09-06,Idaho,0,0,259,0,1,0,0
2014-09-13,Idaho,0,0,330,0,1,0,0
2014-09-20,Idaho,0,0,297,0,1,0,0
2014-09-27,Idaho,0,0,666,1,2,0,0
2014-10-04,Idaho,14,1,2615,30,9,0,0
2014-10-11,Idaho,14,1,3045,39,9,0,0
2014-10-18,Idaho,13,0,3441,51,10,0,0
2014-10-25,Idaho,13,1,3128,27,10,0,0
2014-11-01,Idaho,17,1,3377,32,10,0,0
2014-11-08,Idaho,18,2,3488,74,10,0,0
2014-11-15,Idaho,18,1,3164,52,10,0,0
2014-11-22,Idaho,33,1,3329,73,9,0,0
2014-11-29,Idaho,14,4,2998,70,10,0,0
2014-12-06,Idaho,31,1,2986,73,7,0,0
2014-12-13,Idaho,39,20,3217,113,10,0,0
2014-12-20,Idaho,96,63,3152,157,9,0,0
2014-12-27,Idaho,147,73,2924,190,9,0,0
2015-01-03,Idaho,196,94,3145,251,10,0,0
2015-01-10,Idaho,205,85,3796,214,10,0,0
2015-01-17,Idaho,199,82,3276,196,8,0,0
2015-01-24,Idaho,185,82,3553,218,10,0,0
2015-01-31,Idaho,151,53,3893,225,10,0,0
2015-02-07,Idaho,144,44,3799,183,9,0,0
2015-02-14,Idaho,92,17,3698,145,10,0,0
2015-02-21,Idaho,43,12,3426,117,10,0,0
2015-02-28,Idaho,56,9,3802,114,10,0,0
2015-03-07,Idaho,40,11,3711,103,10,0,0
2015-03-14,Idaho,37,10,3749,114,10,0,0
2015-03-21,Idaho,27,2,3654,101,10,0,0
2015-03-28,Idaho,29,3,3428,78,10,0,0
2015-04-04,Idaho,29,7,3282,68,9,0,0
2015-04-11,Idaho,26,5,2745,58,7,0,0
2015-04-18,Idaho,13,2,3016,61,9,0,0
2015-04-25,Idaho,14,0,3215,67,8,0,0
2015-05-02,Idaho,0,0,3126,105,8,0,0
2015-05-09,Idaho,0,0,3138,57,9,0,0
2015-05-16,Idaho,0,0,2340,35,7,0,0
2015-05-23,Idaho,0,0,2924,75,8,0,0
2015-05-30,Idaho,0,0,2267,30,6,0,0
2015-06-06,Idaho,0,0,1432,11,3,0,0
2015-06-13,Idaho,0,0,1296,16,3,0,0
2015-06-20,Idaho,0,0,1432,5,3,0,0
2015-06-27,Idaho,0,0,1435,6,3,0,0
2015-07-04,Idaho,0,0,1374,5,3,0,0
2015-07-11,Idaho,0,0,1470,17,3,0,0
2015-07-18,Idaho,0,0,1370,7,3,0,0
2015-07-25,Idaho,0,0,1323,9,3,0,0
2015-08-01,Idaho,0,0,1187,4,3,0,0
2015-08-08,Idaho,0,0,1135,16,3,0,0
2015-08-15,Idaho,0,0,1144,3,3,0,0
2015-08-22,Idaho,0,0,962,7,2,0,0
2015-08-29,Idaho,0,0,973,0,2,0,0
2015-09-05,Idaho,0,0,982,6,3,0,0
2015-09-12,Idaho,0,0,1014,6,2,0,0
2015-09-19,Idaho,0,0,1443,1,3,0,0
2015-09-26,Idaho,0,0,1587,1,3,0,0
2015-10-03,Idaho,0,0,1953,6,7,0,0
2015-10-10,Idaho,11,0,2721,11,8,0,0
2015-10-17,Idaho,0,0,2821,10,9,0,0
2015-10-24,Idaho,22,0,2623,16,8,0,0
2015-10-31,Idaho,18,0,2950,17,9,0,0
2015-11-07,Idaho,17,1,2932,13,10,0,0
2015-11-14,Idaho,32,0,2820,19,9,0,0
2015-11-21,Idaho,19,0,2955,13,9,0,0
2015-11-28,Idaho,26,1,2332,25,9,0,0
2015-12-05,Idaho,43,7,2935,20,9,0,0
2015-12-12,Idaho,37,3,2730,12,9,0,0
2015-12-19,Idaho,0,0,2712,26,9,0,0
2015-12-26,Idaho,0,0,2039,9,10,0,0
2016-01-02,Idaho,0,0,2143,18,9,0,0
2016-01-09,Idaho,12,3,2904,43,10,0,0
2016-01-16,Idaho,0,0,2484,32,8,0,0
2016-01-23,Idaho,0,0,2679,33,10,0,0
2016-01-30,Idaho,20,3,3035,52,10,0,0
2016-02-06,Idaho,23,4,2840,66,9,0,0
2016-02-13,Idaho,35,14,2744,38,9,0,0
2016-02-20,Idaho,40,17,2886,65,9,0,0
2016-02-27,Idaho,38,7,2873,42,8,0,0
2016-03-05,Idaho,50,22,3058,55,10,0,0
2016-03-12,Idaho,46,14,3194,65,10,0,0
2016-03-19,Idaho,33,10,2018,50,8,0,0
2016-03-26,Idaho,47,21,1865,28,9,0,0
2016-04-02,Idaho,17,3,2084,30,9,0,0
2016-04-09,Idaho,0,0,1577,23,8,0,0
2016-04-16,Idaho,0,0,1346,10,8,0,0
2016-04-23,Idaho,0,0,1925,15,8,0,0
2016-04-30,Idaho,0,0,1685,13,7,0,0
2016-05-07,Idaho,0,0,1539,21,8,0,0
2016-05-14,Idaho,0,0,1632,14,8,0,0
2016-05-21,Idaho,0,0,1301,13,6,0,0
2016-05-28,Idaho,0,0,540,1,4,0,0
2016-06-04,Idaho,0,0,292,0,2,0,0
2016-06-11,Idaho,0,0,398,0,2,0,0
2016-06-18,Idaho,0,0,724,3,3,0,0
2016-06-25,Idaho,0,0,582,3,2,0,0
2016-07-02,Idaho,0,0,297,0,1,0,0
2016-07-09,Idaho,0,0,671,1,2,0,0
2016-07-16,Idaho,0,0,772,3,2,0,0
2016-07-23,Idaho,0,0,589,1,2,0,0
2016-07-30,Idaho,0,0,513,4,2,0,0
2016-08-06,Idaho,0,0,569,3,2,0,0
2016-08-13,Idaho,0,0,465,4,2,0,0
2016-08-20,Idaho,0,0,522,1,2,0,0
2016-08-27,Idaho,0,0,489,3,2,0,0
2016-09-03,Idaho,0,0,612,7,2,0,0
2016-09-10,Idaho,0,0,475,6,2,0,0
2016-09-17,Idaho,0,0,836,2,2,0,0
2016-09-24,Idaho,0,0,1811,4,3,0,0
2016-10-01,Idaho,0,0,2005,2,4,0,0
2016-10-08,Idaho,13,0,2677,10,8,0,0
2016-10-15,Idaho,15,0,2766,9,7,0,0
2016-10-22,Idaho,16,0,1786,10,7,0,0
2016-10-29,Idaho,22,0,1895,15,8,0,0
2016-11-05,Idaho,30,0,1954,8,7,0,0
2016-11-12,Idaho,29,0,1961,13,8,0,0
2016-11-19,Idaho,36,2,1924,13,8,0,0
2016-11-26,Idaho,57,5,1322,10,7,0,0
2016-12-03,Idaho,44,3,1895,19,5,0,0
2016-12-10,Idaho,50,6,2025,14,8,0,0
2016-12-17,Idaho,56,8,1372,19,7,0,0
2016-12-24,Idaho,87,30,1402,17,7,0,0
2016-12-31,Idaho,106,35,1149,31,7,0,0
2017-01-07,Idaho,150,36,1482,26,8,0,0
2017-01-14,Idaho,170,38,1831,42,7,0,0
2017-01-21,Idaho,146,28,1851,51,8,0,0
2017-01-28,Idaho,125,33,1987,34,7,0,0
2017-02-04,Idaho,120,20,2006,34,7,0,0
2017-02-11,Idaho,112,19,1922,34,8,0,0
2017-02-18,Idaho,91,17,2004,40,8,0,0
2017-02-25,Idaho,77,16,1883,28,7,0,0
2017-03-04,Idaho,56,8,2069,22,8,0,0
2017-03-11,Idaho,67,7,1967,29,8,0,0
2017-03-18,Idaho,77,13,2032,22,8,0,0
2017-03-25,Idaho,37,7,1713,10,8,0,0
2017-04-01,Idaho,51,3,1805,10,7,0,0
2017-04-08,Idaho,29,4,1857,11,8,0,0
2017-04-15,Idaho,36,2,1477,11,8,0,0
2017-04-22,Idaho,37,7,1768,5,8,0,0
2017-04-29,Idaho,15,1,1784,11,7,0,0
2017-05-06,Idaho,15,2,1392,11,5,0,0
2017-05-13,Idaho,15,0,1537,7,5,0,0
2017-05-20,Idaho,15,0,1520,14,5,0,0
2017-05-27,Idaho,0,0,833,1,3,0,0
2017-06-03,Idaho,0,0,578,0,2,0,0
2017-06-10,Idaho,0,0,318,0,1,0,0
2017-06-17,Idaho,0,0,303,0,1,0,0
2017-06-24,Idaho,0,0,274,0,1,0,0
2017-07-01,Idaho,0,0,272,0,1,0,0
2017-07-08,Idaho,0,0,175,0,1,0,0
2017-07-15,Idaho,0,0,270,0,1,0,0
2017-07-22,Idaho,0,0,176,0,1,0,0
2017-07-29,Idaho,0,0,34,0,1,0,0
2017-08-05,Idaho,0,0,91,0,1,0,0
2017-08-12,Idaho,0,0,70,0,1,0,0
2017-08-19,Idaho,0,0,84,0,1,0,0
2017-08-26,Idaho,0,0,71,0,1,0,0
2017-09-02,Idaho,0,0,104,0,1,0,0
2017-09-09,Idaho,0,0,84,0,1,0,0
2017-09-16,Idaho,0,0,264,0,1,0,0
2017-09-23,Idaho,18,1,298,0,1,0,0
2017-09-30,Idaho,18,1,323,0,2,0,0
2017-10-07,Idaho,34,0,1210,2,5,0,0
2017-10-14,Idaho,36,0,1360,6,6,0,0
2017-10-21,Idaho,40,0,1360,5,6,0,0
2017-10-28,Idaho,44,2,1576,7,7,0,0
2017-11-04,Idaho,48,1,1582,15,7,0,0
2017-11-11,Idaho,59,3,1319,7,7,0,0
2017-11-18,Idaho,55,6,1393,9,6,0,0
2017-11-25,Idaho,79,8,755,9,6,0,0
2017-12-02,Idaho,91,15,1313,16,5,0,0
2017-12-09,Idaho,103,16,1312,15,6,0,0
2017-12-16,Idaho,124,31,904,7,5,0,0
2017-12-23,Idaho,162,45,1187,24,7,0,0
2017-12-30,Idaho,232,79,947,13,7,0,0
2018-01-06,Idaho,252,77,1078,37,8,0,0
2018-01-13,Idaho,214,64,1629,60,8,0,0
2018-01-20,Idaho,238,65,1508,45,7,0,0
2018-01-27,Idaho,192,33,1582,45,8,0,0
2018-02-03,Idaho,173,34,1728,58,8,0,0
2018-02-10,Idaho,150,25,1726,42,8,0,0
2018-02-17,Idaho,151,23,1731,37,8,0,0
2018-02-24,Idaho,110,14,1493,37,7,0,0
2018-03-03,Idaho,129,13,1700,25,7,0,0
2018-03-10,Idaho,94,16,1737,7,8,0,0
2018-03-17,Idaho,90,12,1505,15,7,0,0
2018-03-24,Idaho,91,19,1433,19,7,0,0
2018-03-31,Idaho,82,20,1573,10,8,0,0
2018-04-07,Idaho,95,15,1669,19,7,0,0
2018-04-14,Idaho,77,11,1324,4,6,0,0
2018-04-21,Idaho,67,4,1329,4,7,0,0
2018-04-28,Idaho,39,3,1502,5,7,0,0
2018-05-05,Idaho,37,1,1619,10,7,0,0
2018-05-12,Idaho,32,0,1391,2,7,0,0
2018-05-19,Idaho,23,1,1392,3,7,0,0
2018-05-26,Idaho,0,0,1216,6,4,0,0
2018-06-02,Idaho,0,0,470,1,2,0,0
2018-06-09,Idaho,0,0,547,2,2,0,0
2018-06-16,Idaho,0,0,541,1,2,0,0
2018-06-23,Idaho,0,0,555,1,2,0,0
2018-06-30,Idaho,0,0,528,1,2,0,0
2018-07-07,Idaho,0,0,489,1,2,0,0
2018-07-14,Idaho,0,0,529,0,2,0,0
2018-07-21,Idaho,0,0,546,0,2,0,0
2018-07-28,Idaho,0,0,310,1,2,0,0
2018-08-04,Idaho,0,0,82,0,1,0,0
2018-08-11,Idaho,0,0,73,0,1,0,0
2018-08-18,Idaho,0,0,70,0,1,0,0
2018-08-25,Idaho,0,0,81,0,1,0,0
2018-09-01,Idaho,0,0,65,0,1,0,0
2018-09-08,Idaho,0,0,68,0,1,0,0
2018-09-15,Idaho,0,0,564,0,2,0,0
2018-09-22,Idaho,0,0,862,3,2,0,0
2018-09-29,Idaho,0,0,1037,1,3,0,0
2018-10-06,Idaho,24,0,1525,8,6,0,0
2018-10-13,Idaho,30,1,1845,5,8,0,0
2018-10-20,Idaho,46,1,2197,2,10,0,0
2018-10-27,Idaho,43,0,1863,7,9,0,0
2018-11-03,Idaho,33,0,1799,4,8,0,0
2018-11-10,Idaho,44,0,1905,10,9,0,0
2018-11-17,Idaho,56,3,1538,20,8,0,0
2018-11-24,Idaho,74,1,1087,7,8,0,0
2018-12-01,Idaho,94,0,1147,7,6,0,0
2018-12-08,Idaho,75,1,1292,9,6,0,0
2018-12-15,Idaho,67,1,1534,7,6,0,0
2018-12-22,Idaho,83,5,1565,10,8,0,0
2018-12-29,Idaho,152,24,627,14,7,0,0
2019-01-05,Idaho,127,25,931,12,6,0,0
2019-01-12,Idaho,148,17,1583,24,7,0,0
2019-01-19,Idaho,178,46,1899,36,8,0,0
2019-01-26,Idaho,202,48,1728,42,8,0,0
2019-02-02,Idaho,202,40,1946,52,8,0,0
2019-02-09,Idaho,180,37,1800,91,8,0,0
2019-02-16,Idaho,154,38,1698,52,7,0,0
2019-02-23,Idaho,157,44,1444,60,7,0,0
2019-03-02,Idaho,138,28,1773,45,7,0,0
2019-03-09,Idaho,144,34,1648,36,7,0,0
2019-03-16,Idaho,147,51,1625,27,7,0,0
2019-03-23,Idaho,141,38,1408,25,7,0,0
2019-03-30,Idaho,103,20,1663,39,7,0,0
2019-04-06,Idaho,111,17,1612,17,7,0,0
2019-04-13,Idaho,94,9,1504,10,7,0,0
2019-04-20,Idaho,78,3,1291,4,7,0,0
2019-04-27,Idaho,57,1,1263,9,6,0,0
2019-05-04,Idaho,0,0,1266,10,5,0,0
2019-05-11,Idaho,0,0,1421,11,6,0,0
2019-05-18,Idaho,0,0,1396,3,6,0,0
2019-05-25,Idaho,0,0,1011,2,4,0,0
2019-06-01,Idaho,0,0,699,2,3,0,0
2019-06-08,Idaho,0,0,364,1,2,0,0
2019-06-15,Idaho,0,0,256,0,1,0,0
2019-06-22,Idaho,0,0,230,0,1,0,0
2019-06-29,Idaho,0,0,237,0,1,0,0
2019-07-06,Idaho,0,0,238,0,1,0,0
2019-07-13,Idaho,0,0,299,0,1,0,0
2019-07-20,Idaho,0,0,271,0,1,0,0
2019-07-27,Idaho,0,0,107,0,1,0,0
2019-08-03,Idaho,0,0,66,0,1,0,0
2019-08-10,Idaho,0,0,74,0,1,0,0
2019-08-17,Idaho,0,0,60,0,1,0,0
2019-08-24,Idaho,0,0,70,0,1,0,0
2019-08-31,Idaho,0,0,66,0,1,0,0
2019-09-07,Idaho,0,0,60,0,1,0,0
2019-09-14,Idaho,0,0,60,0,1,0,0
2019-09-21,Idaho,0,0,502,0,2,0,0
2019-09-28,Idaho,0,0,558,3,2,0,0
2019-10-05,Idaho,59,0,1950,12,7,0,0
2019-10-12,Idaho,60,3,1813,10,7,0,0
2019-10-19,Idaho,70,5,2006,9,8,0,0
2019-10-26,Idaho,71,11,1666,13,6,0,0
2019-11-02,Idaho,95,5,1791,18,7,0,0
2019-11-09,Idaho,62,2,1543,12,7,0,0
2019-11-16,Idaho,71,6,1703,6,8,0,0
2019-11-23,Idaho,82,4,1494,18,7,0,0
2019-11-30,Idaho,90,12,1021,12,8,0,0
2019-12-07,Idaho,128,20,1528,17,6,0,0
2019-12-14,Idaho,96,21,1516,25,8,0,0
2019-12-21,Idaho,127,25,1350,29,7,0,0
2019-12-28,Idaho,144,33,779,19,7,0,0
2020-01-04,Idaho,133,23,569,11,5,0,0
2020-01-11,Idaho,131,20,1593,25,8,0,0
2020-01-18,Idaho,110,9,1920,28,8,0,0
2020-01-25,Idaho,124,13,1264,23,6,0,0
2020-02-01,Idaho,123,17,1259,22,6,0,0
2020-02-08,Idaho,126,8,1434,22,7,0,0
2020-02-15,Idaho,103,18,1228,16,5,0,0
2020-02-22,Idaho,143,23,1171,22,6,0,0
2020-02-29,Idaho,189,46,1309,28,6,0,0
2020-03-07,Idaho,212,49,1525,43,7,0,0
2020-03-14,Idaho,409,87,1424,38,6,5,0
2020-03-21,Idaho,549,52,1120,39,5,37,0
2020-03-28,Idaho,131,7,750,38,4,219,5
2020-04-04,Idaho,76,2,694,43,5,816,5
2010-10-09,Illinois,44,0,39390,505,74,0,0
2010-10-16,Illinois,40,4,41354,600,76,0,0
2010-10-23,Illinois,37,1,41122,644,76,0,0
2010-10-30,Illinois,49,0,42741,623,79,0,0
2010-11-06,Illinois,51,2,41966,625,79,0,0
2010-11-13,Illinois,36,1,41894,651,80,0,0
2010-11-20,Illinois,29,3,40492,661,79,0,0
2010-11-27,Illinois,38,5,34238,622,78,0,0
2010-12-04,Illinois,32,6,40646,659,79,0,0
2010-12-11,Illinois,52,15,39506,732,79,0,0
2010-12-18,Illinois,48,17,37787,775,80,0,0
2010-12-25,Illinois,68,39,33621,1039,79,0,0
2011-01-01,Illinois,89,37,35224,1251,76,0,0
2011-01-08,Illinois,94,54,39188,1172,78,0,0
2011-01-15,Illinois,118,69,38982,1280,79,0,0
