Date,State,Total Flu Tests,Positive Flu Tests,Total Patients,Patients with ILI,ILINet Providers,COVID Cases,COVID Deaths
2012-12-29,Nevada,39,21,12395,212,31,0,0
2013-01-05,Nevada,52,26,14244,281,33,0,0
2013-01-12,Nevada,78,41,15950,380,32,0,0
2013-01-19,Nevada,125,72,15745,476,32,0,0
2013-01-26,Nevada,117,78,15471,553,32,0,0
2013-02-02,Nevada,91,53,12764,297,26,0,0
2013-02-09,Nevada,74,36,14243,507,31,0,0
2013-02-16,Nevada,98,71,14883,504,28,0,0
2013-02-23,Nevada,52,31,15155,437,29,0,0
2013-03-02,Nevada,79,43,8107,258,25,0,0
2013-03-09,Nevada,46,23,7770,186,24,0,0
2013-03-16,Nevada,37,20,7863,214,23,0,0
2013-03-23,Nevada,34,15,5072,92,19,0,0
2013-03-30,Nevada,27,14,7004,137,20,0,0
2013-04-06,Nevada,27,13,6796,107,19,0,0
2013-04-13,Nevada,22,5,6919,91,20,0,0
2013-04-20,Nevada,17,3,5907,62,18,0,0
2013-04-27,Nevada,28,3,6818,74,19,0,0
2013-05-04,Nevada,21,3,7057,73,20,0,0
2013-05-11,Nevada,10,1,7083,68,21,0,0
2013-05-18,Nevada,13,1,6503,88,19,0,0
2013-05-25,Nevada,20,1,5827,54,16,0,0
2013-06-01,Nevada,18,1,5921,62,19,0,0
2013-06-08,Nevada,0,0,6419,57,19,0,0
2013-06-15,Nevada,10,0,3135,18,16,0,0
2013-06-22,Nevada,10,0,6105,67,18,0,0
2013-06-29,Nevada,0,0,6209,48,18,0,0
2013-07-06,Nevada,0,0,6010,41,18,0,0
2013-07-13,Nevada,0,0,2897,10,14,0,0
2013-07-20,Nevada,0,0,4569,22,15,0,0
2013-07-27,Nevada,0,0,5860,40,16,0,0
2013-08-03,Nevada,0,0,4593,23,13,0,0
2013-08-10,Nevada,0,0,5157,17,15,0,0
2013-08-17,Nevada,0,0,5477,28,15,0,0
2013-08-24,Nevada,0,0,5215,22,15,0,0
2013-08-31,Nevada,0,0,4291,24,13,0,0
2013-09-07,Nevada,0,0,5596,39,15,0,0
2013-09-14,Nevada,0,0,6179,41,15,0,0
2013-09-21,Nevada,0,0,4762,30,14,0,0
2013-09-28,Nevada,0,0,2629,6,12,0,0
2013-10-05,Nevada,0,0,15558,91,34,0,0
2013-10-12,Nevada,0,0,15954,124,34,0,0
2013-10-19,Nevada,0,0,15950,114,34,0,0
2013-10-26,Nevada,0,0,16634,124,39,0,0
2013-11-02,Nevada,0,0,16774,135,40,0,0
2013-11-09,Nevada,16,0,17741,178,40,0,0
2013-11-16,Nevada,0,0,17620,164,39,0,0
2013-11-23,Nevada,26,6,18402,193,43,0,0
2013-11-30,Nevada,17,8,13993,216,43,0,0
2013-12-07,Nevada,19,8,16980,237,41,0,0
2013-12-14,Nevada,42,23,17101,281,42,0,0
2013-12-21,Nevada,68,40,18145,451,42,0,0
2013-12-28,Nevada,109,66,15970,658,43,0,0
2014-01-04,Nevada,112,48,17461,644,43,0,0
2014-01-11,Nevada,123,53,19467,627,44,0,0
2014-01-18,Nevada,125,43,18950,500,44,0,0
2014-01-25,Nevada,94,31,18326,384,44,0,0
2014-02-01,Nevada,83,16,18897,427,42,0,0
2014-02-08,Nevada,83,15,18519,351,42,0,0
2014-02-15,Nevada,49,13,18858,279,42,0,0
2014-02-22,Nevada,33,2,18406,188,40,0,0
2014-03-01,Nevada,40,6,18865,203,41,0,0
2014-03-08,Nevada,35,2,18100,176,41,0,0
2014-03-15,Nevada,28,8,17896,184,39,0,0
2014-03-22,Nevada,22,2,17308,164,40,0,0
2014-03-29,Nevada,18,2,17662,151,39,0,0
2014-04-05,Nevada,20,10,17080,126,39,0,0
2014-04-12,Nevada,22,4,17364,142,38,0,0
2014-04-19,Nevada,27,6,16568,152,38,0,0
2014-04-26,Nevada,11,4,17473,95,38,0,0
2014-05-03,Nevada,15,6,16405,129,35,0,0
2014-05-10,Nevada,21,6,16845,110,35,0,0
2014-05-17,Nevada,18,9,16855,133,34,0,0
2014-05-24,Nevada,14,5,16214,141,30,0,0
2014-05-31,Nevada,20,8,14333,136,28,0,0
2014-06-07,Nevada,13,5,15226,115,28,0,0
2014-06-14,Nevada,11,5,14656,107,28,0,0
2014-06-21,Nevada,16,6,13960,79,28,0,0
2014-06-28,Nevada,0,0,14832,79,28,0,0
2014-07-05,Nevada,0,0,13330,93,28,0,0
2014-07-12,Nevada,0,0,14225,62,28,0,0
2014-07-19,Nevada,0,0,14217,60,27,0,0
2014-07-26,Nevada,0,0,13809,51,26,0,0
2014-08-02,Nevada,0,0,13866,34,28,0,0
2014-08-09,Nevada,0,0,14034,34,28,0,0
2014-08-16,Nevada,11,0,14183,47,28,0,0
2014-08-23,Nevada,0,0,14564,42,28,0,0
2014-08-30,Nevada,0,0,14567,74,28,0,0
2014-09-06,Nevada,12,0,13776,57,28,0,0
2014-09-13,Nevada,14,0,14968,72,27,0,0
2014-09-20,Nevada,10,0,15415,90,28,0,0
2014-09-27,Nevada,11,0,14804,83,29,0,0
2014-10-04,Nevada,19,0,13149,65,29,0,0
2014-10-11,Nevada,27,0,11237,66,31,0,0
2014-10-18,Nevada,22,0,13233,73,31,0,0
2014-10-25,Nevada,18,1,13306,58,30,0,0
2014-11-01,Nevada,12,2,12434,70,29,0,0
2014-11-08,Nevada,13,1,13032,71,30,0,0
2014-11-15,Nevada,14,2,12653,103,30,0,0
2014-11-22,Nevada,23,0,13536,107,32,0,0
2014-11-29,Nevada,32,8,10554,190,31,0,0
2014-12-06,Nevada,33,13,13707,173,31,0,0
2014-12-13,Nevada,51,26,13388,191,31,0,0
2014-12-20,Nevada,77,43,12995,234,31,0,0
2014-12-27,Nevada,55,49,10457,342,30,0,0
2015-01-03,Nevada,41,28,11241,462,29,0,0
2015-01-10,Nevada,61,36,12364,486,27,0,0
2015-01-17,Nevada,63,54,13679,468,28,0,0
2015-01-24,Nevada,76,50,13022,520,29,0,0
2015-01-31,Nevada,63,34,14146,438,29,0,0
2015-02-07,Nevada,42,21,14225,333,28,0,0
2015-02-14,Nevada,34,8,13469,321,28,0,0
2015-02-21,Nevada,32,9,13006,220,25,0,0
2015-02-28,Nevada,18,3,12872,150,26,0,0
2015-03-07,Nevada,14,3,12820,149,26,0,0
2015-03-14,Nevada,18,7,13305,199,27,0,0
2015-03-21,Nevada,0,0,13470,144,25,0,0
2015-03-28,Nevada,12,4,13728,108,28,0,0
2015-04-04,Nevada,0,0,12540,122,28,0,0
2015-04-11,Nevada,18,4,12391,112,27,0,0
2015-04-18,Nevada,0,0,12985,104,26,0,0
2015-04-25,Nevada,17,4,12608,68,25,0,0
2015-05-02,Nevada,19,3,12831,51,24,0,0
2015-05-09,Nevada,16,5,12465,74,25,0,0
2015-05-16,Nevada,11,1,12388,36,25,0,0
2015-05-23,Nevada,11,3,11749,58,24,0,0
2015-05-30,Nevada,11,3,10515,64,23,0,0
2015-06-06,Nevada,12,0,11244,39,21,0,0
2015-06-13,Nevada,11,2,10706,39,21,0,0
2015-06-20,Nevada,0,0,10231,26,21,0,0
2015-06-27,Nevada,12,0,11225,22,20,0,0
2015-07-04,Nevada,0,0,10054,18,19,0,0
2015-07-11,Nevada,0,0,11181,15,20,0,0
2015-07-18,Nevada,0,0,10917,23,19,0,0
2015-07-25,Nevada,0,0,10759,12,18,0,0
2015-08-01,Nevada,0,0,9708,24,17,0,0
2015-08-08,Nevada,0,0,9698,13,18,0,0
2015-08-15,Nevada,0,0,9990,28,18,0,0
2015-08-22,Nevada,0,0,3933,30,14,0,0
2015-08-29,Nevada,0,0,4192,31,14,0,0
2015-09-05,Nevada,10,0,4147,33,14,0,0
2015-09-12,Nevada,15,0,4156,35,14,0,0
2015-09-19,Nevada,11,1,4623,23,14,0,0
2015-09-26,Nevada,0,0,3279,31,12,0,0
2015-10-03,Nevada,0,0,2982,39,11,0,0
2015-10-10,Nevada,0,0,13205,83,28,0,0
2015-10-17,Nevada,12,0,13569,54,27,0,0
2015-10-24,Nevada,0,0,12905,63,27,0,0
2015-10-31,Nevada,0,0,13056,90,28,0,0
2015-11-07,Nevada,10,0,13011,86,28,0,0
2015-11-14,Nevada,11,1,12660,84,28,0,0
2015-11-21,Nevada,0,0,13468,66,27,0,0
2015-11-28,Nevada,0,0,10651,90,28,0,0
2015-12-05,Nevada,18,1,13724,99,28,0,0
2015-12-12,Nevada,23,0,13236,128,28,0,0
2015-12-19,Nevada,17,0,12958,135,28,0,0
2015-12-26,Nevada,11,0,10482,127,29,0,0
2016-01-02,Nevada,17,0,11409,164,29,0,0
2016-01-09,Nevada,26,1,14207,169,28,0,0
2016-01-16,Nevada,27,1,13083,119,26,0,0
2016-01-23,Nevada,13,1,12512,154,26,0,0
2016-01-30,Nevada,18,1,15540,186,27,0,0
2016-02-06,Nevada,15,1,13481,187,26,0,0
2016-02-13,Nevada,22,5,14082,254,26,0,0
2016-02-20,Nevada,32,7,13783,309,22,0,0
2016-02-27,Nevada,0,0,15206,356,26,0,0
2016-03-05,Nevada,27,5,14117,390,25,0,0
2016-03-12,Nevada,35,6,11950,305,23,0,0
2016-03-19,Nevada,39,7,11513,319,24,0,0
2016-03-26,Nevada,27,3,11732,150,24,0,0
2016-04-02,Nevada,24,3,10128,102,23,0,0
2016-04-09,Nevada,31,4,12680,145,24,0,0
2016-04-16,Nevada,14,1,11966,105,22,0,0
2016-04-23,Nevada,10,0,12462,69,22,0,0
2016-04-30,Nevada,0,0,15086,80,22,0,0
2016-05-07,Nevada,11,0,12419,71,22,0,0
2016-05-14,Nevada,0,0,12029,52,21,0,0
2016-05-21,Nevada,0,0,11039,34,20,0,0
2016-05-28,Nevada,0,0,14307,44,24,0,0
2016-06-04,Nevada,0,0,10633,43,23,0,0
2016-06-11,Nevada,0,0,11505,38,20,0,0
2016-06-18,Nevada,0,0,10882,22,20,0,0
2016-06-25,Nevada,0,0,13367,36,21,0,0
2016-07-02,Nevada,0,0,9776,27,17,0,0
2016-07-09,Nevada,0,0,9905,25,19,0,0
2016-07-16,Nevada,0,0,10380,27,19,0,0
2016-07-23,Nevada,0,0,10625,42,19,0,0
2016-07-30,Nevada,0,0,11951,31,22,0,0
2016-08-06,Nevada,0,0,9923,17,20,0,0
2016-08-13,Nevada,0,0,9993,19,20,0,0
2016-08-20,Nevada,0,0,10817,22,21,0,0
2016-08-27,Nevada,0,0,11564,27,21,0,0
2016-09-03,Nevada,0,0,11842,32,22,0,0
2016-09-10,Nevada,0,0,10643,40,21,0,0
2016-09-17,Nevada,0,0,11281,40,21,0,0
2016-09-24,Nevada,0,0,11190,45,20,0,0
2016-10-01,Nevada,0,0,11605,44,20,0,0
2016-10-08,Nevada,0,0,17484,75,36,0,0
2016-10-15,Nevada,0,0,17975,81,38,0,0
2016-10-22,Nevada,12,1,17757,96,38,0,0
2016-10-29,Nevada,14,1,17534,103,38,0,0
2016-11-05,Nevada,14,2,18227,160,37,0,0
2016-11-12,Nevada,11,0,17530,189,35,0,0
2016-11-19,Nevada,0,0,18132,161,36,0,0
2016-11-26,Nevada,10,1,16725,198,37,0,0
2016-12-03,Nevada,12,1,18608,240,36,0,0
2016-12-10,Nevada,11,0,16781,323,34,0,0
2016-12-17,Nevada,33,5,18299,266,35,0,0
2016-12-24,Nevada,29,5,16562,283,35,0,0
2016-12-31,Nevada,0,0,18359,390,36,0,0
2017-01-07,Nevada,24,1,17559,337,35,0,0
2017-01-14,Nevada,35,6,17572,292,35,0,0
2017-01-21,Nevada,28,6,17434,281,35,0,0
2017-01-28,Nevada,28,5,19948,308,36,0,0
2017-02-04,Nevada,32,15,18808,332,35,0,0
2017-02-11,Nevada,34,6,19084,335,35,0,0
2017-02-18,Nevada,42,6,18740,248,36,0,0
2017-02-25,Nevada,0,0,18892,240,36,0,0
2017-03-04,Nevada,17,3,19032,241,36,0,0
2017-03-11,Nevada,27,6,18624,201,35,0,0
2017-03-18,Nevada,32,7,19383,238,35,0,0
2017-03-25,Nevada,23,4,19436,189,34,0,0
2017-04-01,Nevada,12,3,18207,163,33,0,0
2017-04-08,Nevada,10,1,18044,165,34,0,0
2017-04-15,Nevada,16,2,17103,129,34,0,0
2017-04-22,Nevada,12,1,18021,139,32,0,0
2017-04-29,Nevada,14,2,20379,146,35,0,0
2017-05-06,Nevada,0,0,18459,169,33,0,0
2017-05-13,Nevada,13,1,17481,144,32,0,0
2017-05-20,Nevada,0,0,10823,31,21,0,0
2017-05-27,Nevada,0,0,19157,142,33,0,0
2017-06-03,Nevada,0,0,16465,130,32,0,0
2017-06-10,Nevada,0,0,16719,98,31,0,0
2017-06-17,Nevada,0,0,16682,111,32,0,0
2017-06-24,Nevada,0,0,18636,100,33,0,0
2017-07-01,Nevada,14,1,16350,58,32,0,0
2017-07-08,Nevada,0,0,14576,67,32,0,0
2017-07-15,Nevada,0,0,16317,51,31,0,0
2017-07-22,Nevada,0,0,13642,35,30,0,0
2017-07-29,Nevada,0,0,10713,7,20,0,0
2017-08-05,Nevada,0,0,15904,53,29,0,0
2017-08-12,Nevada,0,0,16057,54,29,0,0
2017-08-19,Nevada,0,0,16001,49,29,0,0
2017-08-26,Nevada,0,0,19051,54,30,0,0
2017-09-02,Nevada,0,0,17287,79,30,0,0
2017-09-09,Nevada,0,0,15303,71,29,0,0
2017-09-16,Nevada,0,0,17003,78,29,0,0
2017-09-23,Nevada,0,0,15425,60,29,0,0
2017-09-30,Nevada,0,0,19186,90,31,0,0
2017-10-07,Nevada,13,0,17072,115,34,0,0
2017-10-14,Nevada,0,0,17649,115,35,0,0
2017-10-21,Nevada,19,1,17806,136,35,0,0
2017-10-28,Nevada,21,1,20172,124,35,0,0
2017-11-04,Nevada,27,6,17845,168,35,0,0
2017-11-11,Nevada,25,11,18002,188,35,0,0
2017-11-18,Nevada,45,15,18550,173,36,0,0
2017-11-25,Nevada,43,14,17554,224,37,0,0
2017-12-02,Nevada,52,7,19412,225,36,0,0
2017-12-09,Nevada,38,9,18135,260,35,0,0
2017-12-16,Nevada,63,19,18986,440,36,0,0
2017-12-23,Nevada,81,28,18848,523,36,0,0
2017-12-30,Nevada,77,32,18969,712,36,0,0
2018-01-06,Nevada,58,17,19381,690,35,0,0
2018-01-13,Nevada,73,20,20255,584,36,0,0
2018-01-20,Nevada,56,15,18503,449,36,0,0
2018-01-27,Nevada,71,21,21202,551,37,0,0
2018-02-03,Nevada,0,0,19637,574,36,0,0
2018-02-10,Nevada,65,5,19628,567,35,0,0
2018-02-17,Nevada,66,13,18826,496,36,0,0
2018-02-24,Nevada,67,12,18185,397,36,0,0
2018-03-03,Nevada,41,8,17498,316,34,0,0
2018-03-10,Nevada,40,8,18279,260,35,0,0
2018-03-17,Nevada,41,6,17770,269,36,0,0
2018-03-24,Nevada,31,4,16865,183,33,0,0
2018-03-31,Nevada,31,4,16005,171,33,0,0
2018-04-07,Nevada,31,1,16474,127,30,0,0
2018-04-14,Nevada,0,0,16709,138,30,0,0
2018-04-21,Nevada,16,2,16311,104,32,0,0
2018-04-28,Nevada,12,1,16995,133,31,0,0
2018-05-05,Nevada,11,1,9533,71,27,0,0
2018-05-12,Nevada,14,2,16595,115,31,0,0
2018-05-19,Nevada,14,1,15343,77,30,0,0
2018-05-26,Nevada,0,0,14086,70,32,0,0
2018-06-02,Nevada,0,0,13805,97,30,0,0
2018-06-09,Nevada,0,0,15667,94,32,0,0
2018-06-16,Nevada,0,0,15232,85,32,0,0
2018-06-23,Nevada,0,0,14747,69,30,0,0
2018-06-30,Nevada,0,0,14719,31,30,0,0
2018-07-07,Nevada,0,0,13249,45,31,0,0
2018-07-14,Nevada,0,0,14684,47,30,0,0
2018-07-21,Nevada,0,0,9209,39,27,0,0
2018-07-28,Nevada,0,0,15230,51,30,0,0
2018-08-04,Nevada,0,0,14667,39,30,0,0
2018-08-11,Nevada,0,0,14758,33,29,0,0
2018-08-18,Nevada,0,0,13403,36,29,0,0
2018-08-25,Nevada,0,0,14040,46,29,0,0
2018-09-01,Nevada,0,0,14235,54,29,0,0
2018-09-08,Nevada,0,0,13217,62,27,0,0
2018-09-15,Nevada,0,0,13756,57,27,0,0
2018-09-22,Nevada,10,0,13511,74,27,0,0
2018-09-29,Nevada,0,0,13579,60,26,0,0
2018-10-06,Nevada,15,0,16708,65,35,0,0
2018-10-13,Nevada,0,0,17032,107,35,0,0
2018-10-20,Nevada,18,0,15883,89,33,0,0
2018-10-27,Nevada,19,0,16165,94,34,0,0
2018-11-03,Nevada,20,1,15835,87,32,0,0
2018-11-10,Nevada,23,0,15897,89,33,0,0
2018-11-17,Nevada,24,2,15339,100,33,0,0
2018-11-24,Nevada,15,1,13121,148,33,0,0
2018-12-01,Nevada,22,0,16732,171,33,0,0
2018-12-08,Nevada,27,2,15291,168,31,0,0
2018-12-15,Nevada,25,5,15533,227,33,0,0
2018-12-22,Nevada,31,0,9421,256,28,0,0
2018-12-29,Nevada,45,11,8912,300,29,0,0
2019-01-05,Nevada,30,7,9185,233,29,0,0
2019-01-12,Nevada,61,20,9488,268,29,0,0
2019-01-19,Nevada,75,19,9952,251,30,0,0
2019-01-26,Nevada,53,11,9059,227,28,0,0
2019-02-02,Nevada,68,20,10301,227,30,0,0
2019-02-09,Nevada,100,22,8609,198,27,0,0
2019-02-16,Nevada,64,14,4529,105,21,0,0
2019-02-23,Nevada,57,17,10478,382,31,0,0
2019-03-02,Nevada,62,17,10875,337,30,0,0
2019-03-09,Nevada,69,20,10835,313,29,0,0
2019-03-16,Nevada,46,9,11146,302,31,0,0
2019-03-23,Nevada,54,14,10556,254,31,0,0
2019-03-30,Nevada,28,4,10580,230,30,0,0
2019-04-06,Nevada,50,8,10398,193,30,0,0
2019-04-13,Nevada,38,3,10367,146,28,0,0
2019-04-20,Nevada,34,5,10455,127,29,0,0
2019-04-27,Nevada,24,3,9929,120,28,0,0
2019-05-04,Nevada,20,1,10176,116,29,0,0
2019-05-11,Nevada,13,0,9993,93,29,0,0
2019-05-18,Nevada,10,0,9708,90,28,0,0
2019-05-25,Nevada,0,0,9038,98,27,0,0
2019-06-01,Nevada,10,0,8788,80,28,0,0
2019-06-08,Nevada,0,0,9416,95,28,0,0
2019-06-15,Nevada,0,0,8889,83,27,0,0
2019-06-22,Nevada,0,0,9049,64,28,0,0
2019-06-29,Nevada,0,0,7941,59,23,0,0
2019-07-06,Nevada,0,0,8484,45,26,0,0
2019-07-13,Nevada,0,0,9022,44,27,0,0
2019-07-20,Nevada,0,0,8739,50,25,0,0
2019-07-27,Nevada,0,0,8631,35,26,0,0
2019-08-03,Nevada,0,0,8748,34,27,0,0
2019-08-10,Nevada,0,0,8693,35,26,0,0
2019-08-17,Nevada,13,1,8409,34,24,0,0
2019-08-24,Nevada,18,1,8966,26,23,0,0
2019-08-31,Nevada,0,0,8931,39,23,0,0
2019-09-07,Nevada,0,0,8847,52,24,0,0
2019-09-14,Nevada,14,0,8877,34,23,0,0
2019-09-21,Nevada,14,1,8847,35,23,0,0
2019-09-28,Nevada,13,0,9401,82,24,0,0
2019-10-05,Nevada,0,0,10600,92,28,0,0
2019-10-12,Nevada,15,1,11351,93,31,0,0
2019-10-19,Nevada,0,0,11144,136,31,0,0
2019-10-26,Nevada,34,3,11183,138,32,0,0
2019-11-02,Nevada,0,0,11460,189,32,0,0
2019-11-09,Nevada,64,23,12398,293,32,0,0
2019-11-16,Nevada,72,22,12342,412,33,0,0
2019-11-23,Nevada,98,39,12826,385,33,0,0
2019-11-30,Nevada,0,0,10769,391,33,0,0
2019-12-07,Nevada,0,0,11977,337,30,0,0
2019-12-14,Nevada,43,9,11700,288,32,0,0
2019-12-21,Nevada,36,11,10634,231,28,0,0
2019-12-28,Nevada,28,8,10093,216,32,0,0
2020-01-04,Nevada,0,0,17388,280,35,0,0
2020-01-11,Nevada,57,23,19647,295,35,0,0
2020-01-18,Nevada,0,0,19691,245,36,0,0
2020-01-25,Nevada,65,41,18409,334,34,0,0
2020-02-01,Nevada,61,24,20031,334,34,0,0
2020-02-08,Nevada,57,26,19615,334,33,0,0
2020-02-15,Nevada,40,15,19219,374,32,0,0
2020-02-22,Nevada,0,0,19521,337,32,0,0
2020-02-29,Nevada,58,19,19028,346,34,0,0
2020-03-07,Nevada,74,16,18841,312,30,2,0
2020-03-14,Nevada,75,11,11092,320,26,19,0
2020-03-21,Nevada,78,1,8544,199,24,144,2
2020-03-28,Nevada,0,0,6948,123,24,573,12
2020-04-04,Nevada,0,0,4596,116,19,1020,32
2010-10-09,New Hampshire,10,1,3951,3,21,0,0
2010-10-16,New Hampshire,0,0,4326,4,22,0,0
2010-10-23,New Hampshire,20,0,5790,17,29,0,0
2010-10-30,New Hampshire,17,0,5593,10,29,0,0
2010-11-06,New Hampshire,19,1,5775,17,30,0,0
2010-11-13,New Hampshire,19,0,5256,16,29,0,0
2010-11-20,New Hampshire,17,0,5729,16,31,0,0
2010-11-27,New Hampshire,11,2,3899,8,30,0,0
2010-12-04,New Hampshire,27,0,5043,7,29,0,0
2010-12-11,New Hampshire,19,1,4858,12,30,0,0
2010-12-18,New Hampshire,19,0,5640,4,31,0,0
2010-12-25,New Hampshire,14,1,4110,10,31,0,0
2011-01-01,New Hampshire,21,5,3007,8,30,0,0
2011-01-08,New Hampshire,29,8,5171,17,30,0,0
2011-01-15,New Hampshire,31,14,4746,11,29,0,0
2011-01-22,New Hampshire,22,10,4731,20,30,0,0
2011-01-29,New Hampshire,38,13,5321,22,30,0,0
2011-02-05,New Hampshire,47,19,4755,24,30,0,0
2011-02-12,New Hampshire,61,30,5511,40,29,0,0
2011-02-19,New Hampshire,96,37,5592,37,29,0,0
2011-02-26,New Hampshire,121,68,4827,37,27,0,0
2011-03-05,New Hampshire,71,29,5004,47,26,0,0
2011-03-12,New Hampshire,73,28,5292,28,27,0,0
2011-03-19,New Hampshire,58,23,4429,24,27,0,0
2011-03-26,New Hampshire,90,24,5152,20,27,0,0
2011-04-02,New Hampshire,49,9,5368,26,27,0,0
2011-04-09,New Hampshire,60,14,5082,10,25,0,0
2011-04-16,New Hampshire,45,8,5076,3,25,0,0
2011-04-23,New Hampshire,22,5,4530,2,25,0,0
2011-04-30,New Hampshire,0,0,4341,7,24,0,0
2011-05-07,New Hampshire,0,0,3988,3,23,0,0
2011-05-14,New Hampshire,0,0,4249,3,23,0,0
2011-05-21,New Hampshire,0,0,4407,3,23,0,0
2011-05-28,New Hampshire,0,0,3200,1,17,0,0
2011-06-04,New Hampshire,0,0,2231,1,16,0,0
2011-06-11,New Hampshire,0,0,3071,0,17,0,0
2011-06-18,New Hampshire,0,0,2691,0,16,0,0
2011-06-25,New Hampshire,0,0,2724,1,16,0,0
2011-07-02,New Hampshire,0,0,2388,1,15,0,0
2011-07-09,New Hampshire,0,0,2176,0,16,0,0
2011-07-16,New Hampshire,0,0,3034,0,17,0,0
2011-07-23,New Hampshire,0,0,3036,1,17,0,0
2011-07-30,New Hampshire,0,0,3040,0,17,0,0
2011-08-06,New Hampshire,0,0,3246,1,17,0,0
2011-08-13,New Hampshire,0,0,3129,0,17,0,0
2011-08-20,New Hampshire,0,0,3180,1,17,0,0
2011-08-27,New Hampshire,0,0,3219,0,17,0,0
2011-09-03,New Hampshire,0,0,3125,1,17,0,0
2011-09-10,New Hampshire,0,0,2372,0,15,0,0
2011-09-17,New Hampshire,0,0,3357,1,17,0,0
2011-09-24,New Hampshire,0,0,3438,3,17,0,0
2011-10-01,New Hampshire,0,0,3323,5,17,0,0
2011-10-08,New Hampshire,11,0,3319,4,26,0,0
2011-10-15,New Hampshire,13,0,4731,12,29,0,0
2011-10-22,New Hampshire,14,0,5461,7,29,0,0
2011-10-29,New Hampshire,10,0,5468,21,30,0,0
2011-11-05,New Hampshire,0,0,5149,14,30,0,0
2011-11-12,New Hampshire,18,0,5259,15,30,0,0
2011-11-19,New Hampshire,14,0,6046,23,30,0,0
2011-11-26,New Hampshire,12,0,3849,11,30,0,0
2011-12-03,New Hampshire,11,0,5731,19,30,0,0
2011-12-10,New Hampshire,12,0,4590,16,29,0,0
2011-12-17,New Hampshire,11,0,5019,18,28,0,0
2011-12-24,New Hampshire,0,0,4985,11,32,0,0
2011-12-31,New Hampshire,15,5,3259,8,30,0,0
2012-01-07,New Hampshire,24,3,4080,15,30,0,0
2012-01-14,New Hampshire,17,2,4972,7,32,0,0
2012-01-21,New Hampshire,0,0,4936,13,32,0,0
2012-01-28,New Hampshire,12,0,5069,5,31,0,0
2012-02-04,New Hampshire,19,3,5406,17,31,0,0
2012-02-11,New Hampshire,11,1,5461,14,30,0,0
2012-02-18,New Hampshire,14,2,5349,8,30,0,0
2012-02-25,New Hampshire,15,6,4823,16,30,0,0
2012-03-03,New Hampshire,19,9,4445,3,27,0,0
2012-03-10,New Hampshire,18,6,5042,5,29,0,0
2012-03-17,New Hampshire,25,5,4491,9,29,0,0
2012-03-24,New Hampshire,11,6,4601,4,27,0,0
2012-03-31,New Hampshire,17,8,5450,7,30,0,0
2012-04-07,New Hampshire,16,10,4814,8,28,0,0
2012-04-14,New Hampshire,26,16,4691,7,27,0,0
2012-04-21,New Hampshire,27,21,4586,11,29,0,0
2012-04-28,New Hampshire,20,13,4408,6,27,0,0
2012-05-05,New Hampshire,17,11,4415,5,27,0,0
2012-05-12,New Hampshire,0,0,3906,4,24,0,0
2012-05-19,New Hampshire,0,0,3563,2,23,0,0
2012-05-26,New Hampshire,0,0,3071,3,23,0,0
2012-06-02,New Hampshire,0,0,2431,1,23,0,0
2012-06-09,New Hampshire,0,0,3202,3,20,0,0
2012-06-16,New Hampshire,0,0,2995,3,18,0,0
2012-06-23,New Hampshire,0,0,2824,0,17,0,0
2012-06-30,New Hampshire,0,0,2365,2,17,0,0
2012-07-07,New Hampshire,0,0,2321,1,16,0,0
2012-07-14,New Hampshire,0,0,2651,0,16,0,0
2012-07-21,New Hampshire,0,0,2298,1,16,0,0
2012-07-28,New Hampshire,0,0,2687,0,16,0,0
2012-08-04,New Hampshire,0,0,2453,2,16,0,0
2012-08-11,New Hampshire,0,0,2620,0,16,0,0
2012-08-18,New Hampshire,0,0,2690,1,16,0,0
2012-08-25,New Hampshire,0,0,2686,0,16,0,0
2012-09-01,New Hampshire,0,0,2710,2,16,0,0
2012-09-08,New Hampshire,0,0,2302,2,16,0,0
2012-09-15,New Hampshire,0,0,2874,1,16,0,0
2012-09-22,New Hampshire,0,0,2875,2,16,0,0
2012-09-29,New Hampshire,0,0,2892,1,16,0,0
2012-10-06,New Hampshire,15,1,4810,13,27,0,0
2012-10-13,New Hampshire,17,0,4124,5,25,0,0
2012-10-20,New Hampshire,15,0,5236,4,30,0,0
2012-10-27,New Hampshire,0,0,4703,7,28,0,0
2012-11-03,New Hampshire,14,2,4118,6,27,0,0
2012-11-10,New Hampshire,13,2,4801,8,28,0,0
2012-11-17,New Hampshire,0,0,4392,6,28,0,0
2012-11-24,New Hampshire,17,8,3132,6,27,0,0
2012-12-01,New Hampshire,20,10,3928,14,25,0,0
2012-12-08,New Hampshire,50,37,4925,20,28,0,0
2012-12-15,New Hampshire,73,59,5051,41,28,0,0
2012-12-22,New Hampshire,89,64,4474,81,29,0,0
2012-12-29,New Hampshire,90,52,2626,59,29,0,0
2013-01-05,New Hampshire,39,16,3721,90,28,0,0
2013-01-12,New Hampshire,49,16,4810,149,28,0,0
2013-01-19,New Hampshire,32,13,4514,107,27,0,0
2013-01-26,New Hampshire,16,4,4784,55,29,0,0
2013-02-02,New Hampshire,14,0,4437,40,29,0,0
2013-02-09,New Hampshire,0,0,4479,32,27,0,0
2013-02-16,New Hampshire,0,0,4779,21,28,0,0
2013-02-23,New Hampshire,10,3,4573,23,28,0,0
2013-03-02,New Hampshire,0,0,4073,33,26,0,0
